date,nav_gbp
2025-07-10,37032.51382009705
2025-07-11,37127.09005471008
2025-07-12,37127.09005471008
2025-07-13,37127.09005471008
2025-07-14,37283.36684356994
2025-07-15,37275.17238973694
2025-07-16,37585.25200625702
2025-07-17,37731.44450495361
2025-07-18,37714.744031463626
2025-07-19,37714.744031463626
2025-07-20,37714.744031463626
2025-07-21,37889.899424729
2025-07-22,37507.96584706665
2025-07-23,37313.43854755005
2025-07-24,37198.30591041993
2025-07-25,37324.751038071445
2025-07-26,37324.751038071445
2025-07-27,37324.751038071445
2025-07-28,36902.44485465455
2025-07-29,38096.81226820801
2025-07-30,38163.21477158295
2025-07-31,38047.229121628414
2025-08-01,37957.48261912476
2025-08-02,37957.48261912476
2025-08-03,37957.48261912476
2025-08-04,38350.31776702789
2025-08-05,38029.91005315093
2025-08-06,38087.80149487396
2025-08-07,37778.05813936187
2025-08-08,37816.32863875396
2025-08-09,37816.32863875396
2025-08-10,37816.32863875396
2025-08-11,37566.54975439498
2025-08-12,37277.312458641056
2025-08-13,37106.549981323245
2025-08-14,37474.16534442856
2025-08-15,37739.26172088501
2025-08-16,37739.26172088501
2025-08-17,37739.26172088501
2025-08-18,37732.74971462677
2025-08-19,37543.10911210938
2025-08-20,37824.27398965454
2025-08-21,37812.16986245636
2025-08-22,38372.71608635299
2025-08-23,38372.71608635299
2025-08-24,38372.71608635299
2025-08-25,38332.43515420227
2025-08-26,38228.18792637085
2025-08-27,38467.41170604278
2025-08-28,38428.80682123231
2025-08-29,38506.25180052979
2025-08-30,38506.25180052979
2025-08-31,38506.25180052979
2025-09-01,38653.35317270985
2025-09-02,38308.11142164389
2025-09-03,39394.031031429215
2025-09-04,39704.29284616181
2025-09-05,39723.18061754751
2025-09-06,39723.18061754751
2025-09-07,39723.18061754751
2025-09-08,39382.2380201255
2025-09-09,39614.98647825892
2025-09-10,39253.521121428494
2025-09-11,39650.04415693315
2025-09-12,39306.36087407648
2025-09-13,39306.36087407648
2025-09-14,39306.36087407648
2025-09-15,39790.80458959429
2025-09-16,39601.14109790664
2025-09-17,39782.26760226493
2025-09-18,39976.51488013574
2025-09-19,40376.20246613256
2025-09-20,40376.20246613256
2025-09-21,40376.20246613256
2025-09-22,40129.85777818232
2025-09-23,39897.27639199076
2025-09-24,39509.92462322509
2025-09-25,39463.0188965425
2025-09-26,39470.65038647933
2025-09-27,39470.65038647933
2025-09-28,39470.65038647933
2025-09-29,39168.45492363952
2025-09-30,39138.21021801025
2025-10-01,39186.53731556366
2025-10-02,39367.17852832763
2025-10-03,39523.509173759456
2025-10-04,39523.509173759456
2025-10-05,39523.509173759456
2025-10-06,40193.84317970215
2025-10-07,40008.864180395656
2025-10-08,40292.46226499023
2025-10-09,40073.43482977814
2025-10-10,39605.0847905
2025-10-11,39653.056567111205
2025-10-12,39653.056567111205
